,Filename,Result#1_n,Result#1_Name,Result#1_Probability,Result#2_n,Result#2_Name,Result#2_Probability,Result#3_n,Result#3_Name,Result#3_Probability,Result#4_n,Result#4_Name,Result#4_Probability,Result#5_n,Result#5_Name,Result#5_Probability
61,CIVzV3mb.png,n02788148,bannister,0.8964849710464478,n04239074,sliding_door,0.013270230032503605,n02917067,bullet_train,0.00551573745906353,n04501370,turnstile,0.0032235467806458473,n03223299,doormat,0.001974525162950158
62,Cc00ToIMR8.png,n03866082,overskirt,0.6325942873954773,n03450230,gown,0.21014845371246338,n03534580,hoopskirt,0.04125514626502991,n04136333,sarong,0.014402811415493488,n02808304,bath_towel,0.006370312534272671
63,Ck4khjdQ.png,n02730930,apron,0.6542482972145081,n04136333,sarong,0.10605687648057938,n03770439,miniskirt,0.05129086226224899,n03866082,overskirt,0.012815626338124275,n02892767,brassiere,0.011658688075840473
64,CmpRCo4s.png,n02965783,car_mirror,0.8603816032409668,n02088364,beagle,0.0011510102776810527,n02486410,baboon,0.0010816504945978522,n04162706,seat_belt,0.000946404819842428,n03770679,minivan,0.0006475794361904263
65,D6ooFFsb.png,n04037443,racer,0.889459490776062,n03444034,go-kart,0.025299079716205597,n04285008,sports_car,0.005353068001568317,n02974003,car_wheel,0.0025199856609106064,n03930630,pickup,0.0006716278148815036
66,DApUfYfM.png,n03028079,church,0.696937620639801,n03781244,monastery,0.11962684243917465,n03220513,dome,0.019590802490711212,n02825657,bell_cote,0.00833413377404213,n04523525,vault,0.006581268273293972
67,DFxh5iCv0V.png,n03450230,gown,0.2235211431980133,n04136333,sarong,0.18758894503116608,n04209133,shower_cap,0.07948464155197144,n02807133,bathing_cap,0.05528659746050835,n03710637,maillot,0.0506250374019146
68,EPZR1fy0.png,n02823428,beer_bottle,0.23445336520671844,n04591713,wine_bottle,0.20294630527496338,n03983396,pop_bottle,0.12704434990882874,n03443371,goblet,0.0843975767493248,n04131690,saltshaker,0.02648470364511013
69,EVyObaim.png,n04208210,shovel,0.8452165722846985,n03976657,pole,0.049194689840078354,n03649909,lawn_mower,0.005851841531693935,n04286575,spotlight,0.0038943043909966946,n03355925,flagpole,0.002933751093223691
70,FH6CKJPm.png,n02279972,monarch,0.1399192214012146,n01833805,hummingbird,0.13896766304969788,n02280649,cabbage_butterfly,0.13444387912750244,n02276258,admiral,0.12908993661403656,n02206856,bee,0.05103201046586037
71,FRFRsMss.png,n09468604,valley,0.628168523311615,n09246464,cliff,0.22741006314754486,n09193705,alp,0.0071051171980798244,n04366367,suspension_bridge,0.0019438726594671607,n03160309,dam,0.001766444998793304
72,GAsEU2H1.png,n03991062,pot,0.32318994402885437,n11939491,daisy,0.2697843313217163,n03930313,picket_fence,0.02440015785396099,n02206856,bee,0.02412041835486889,n13044778,earthstar,0.01966964080929756
73,GBSztbDR.png,n02965783,car_mirror,0.9242919087409973,n04069434,reflex_camera,0.0030154918786138296,n03657121,lens_cap,0.002033077646046877,n02667093,abaya,0.0018557781586423516,n04589890,window_screen,0.0014811859000474215
74,HRIDu722.png,n02091134,whippet,0.7993242740631104,n02091831,Saluki,0.025922752916812897,n02110806,basenji,0.012278555892407894,n02091244,Ibizan_hound,0.007505036424845457,n02091032,Italian_greyhound,0.006444067694246769
75,Hq2PRwHf.png,n02963159,cardigan,0.6445275545120239,n03595614,jersey,0.03739861771464348,n02111129,Leonberg,0.024430667981505394,n04118538,rugby_ball,0.01634925976395607,n04325704,stole,0.015607104636728764
76,HyRDlr6n.png,n04325704,stole,0.12384645640850067,n03594734,jean,0.11657615751028061,n09229709,bubble,0.08684877306222916,n03770439,miniskirt,0.05417552962899208,n02769748,backpack,0.053981587290763855
77,IRNeuPY7Fs.png,n10148035,groom,0.36718907952308655,n03617480,kimono,0.08372396975755692,n04356056,sunglasses,0.03160753846168518,n03476684,hair_slide,0.026985207572579384,n04133789,sandal,0.025986576452851295
78,IUY4ozVz.png,n03697007,lumbermill,0.6881716847419739,n04111531,rotisserie,0.08103081583976746,n03384352,forklift,0.02225581370294094,n04141975,scale,0.010832015424966812,n07693725,bagel,0.007290440145879984
79,InXetlKB.png,n04584207,wig,0.6699476838111877,n03770439,miniskirt,0.2032293677330017,n02892767,brassiere,0.008982163853943348,n03710637,maillot,0.007971245795488358,n02837789,bikini,0.005982121452689171
80,K6Zzjawc.png,n03045698,cloak,0.727171003818512,n04479046,trench_coat,0.18809817731380463,n03404251,fur_coat,0.0178677998483181,n04325704,stole,0.007790933363139629,n03980874,poncho,0.0072691235691308975
81,KK8BVNDT.png,n10148035,groom,0.44204333424568176,n04486054,triumphal_arch,0.14783604443073273,n03877845,palace,0.1001054048538208,n03903868,pedestal,0.028767380863428116,n03450230,gown,0.02738777920603752
82,KoUS8MUu.png,n09332890,lakeside,0.8038963079452515,n02859443,boathouse,0.032754044979810715,n02951358,canoe,0.01643267273902893,n02894605,breakwater,0.014757788740098476,n09421951,sandbar,0.0119895339012146
83,KqXeI8YB.png,n02999410,chain,0.669153094291687,n03814906,necklace,0.1814432442188263,n03676483,lipstick,0.06421615183353424,n03874599,padlock,0.005895652342587709,n04127249,safety_pin,0.004205223638564348
84,L89OcRuX.png,n09399592,promontory,0.8547970652580261,n09428293,seashore,0.03456597030162811,n09246464,cliff,0.017483843490481377,n09421951,sandbar,0.0031504007056355476,n02894605,breakwater,0.0016405371716246009
85,LWrPSUGL.png,n03220513,dome,0.9222763776779175,n03956157,planetarium,0.003167655086144805,n04044716,radio_telescope,0.0016622828552499413,n03388043,fountain,0.0016218507662415504,n03457902,greenhouse,0.0008197022252716124
86,LfTAP6mC.png,n04350905,suit,0.7607375979423523,n02963159,cardigan,0.037504855543375015,n03680355,Loafer,0.025890333577990532,n03594734,jean,0.02556384913623333,n04370456,sweatshirt,0.012637811712920666
87,LsKt0JiE.png,n03991062,pot,0.8309451341629028,n03457902,greenhouse,0.04896310344338417,n11939491,daisy,0.003842119127511978,n03899768,patio,0.0015453645028173923,n04522168,vase,0.0011609932407736778
88,MuzYhuKsV6.png,n03028079,church,0.8434597849845886,n03781244,monastery,0.06514797359704971,n02825657,bell_cote,0.009222586639225483,n02699494,altar,0.0074672638438642025,n04523525,vault,0.003617714624851942
89,NCieZQsu.png,n04592741,wing,0.8020026683807373,n03888257,parachute,0.005738304927945137,n09472597,volcano,0.005171480122953653,n09193705,alp,0.004027549177408218,n09468604,valley,0.002918348414823413
90,Npu9rXIe.png,n02963159,cardigan,0.930425763130188,n02883205,bow_tie,0.004630124196410179,n04325704,stole,0.0025737080723047256,n04599235,wool,0.002442331984639168,n03594734,jean,0.002329181879758835
91,P7DvpTbO.png,n09468604,valley,0.5292200446128845,n09193705,alp,0.37901774048805237,n03792972,mountain_tent,0.008980276994407177,n09246464,cliff,0.0035845565143972635,n03792782,mountain_bike,0.002247630385681987
92,PBftIQuS.png,n09468604,valley,0.7995758652687073,n09193705,alp,0.12421225011348724,n09246464,cliff,0.006154261529445648,n09399592,promontory,0.0034992911387234926,n09332890,lakeside,0.003419591812416911
93,Pdk7EOAN.png,n03124170,cowboy_hat,0.49594464898109436,n03594734,jean,0.2655947506427765,n03124043,cowboy_boot,0.04743563011288643,n04325704,stole,0.025617830455303192,n03045698,cloak,0.019723137840628624
94,PekClLmT.png,n03874599,padlock,0.8668180108070374,n03000134,chainlink_fence,0.008390345610678196,n03075370,combination_lock,0.007425704505294561,n02999410,chain,0.0027635314036160707,n04604644,worm_fence,0.0006076500285416842
95,RR0kaogm.png,n03903868,pedestal,0.4629359543323517,n02892201,brass,0.11712229251861572,n03045698,cloak,0.044930350035429,n03837869,obelisk,0.040555454790592194,n04346328,stupa,0.04037918522953987
96,RTteaWRH.png,n01945685,slug,0.944976270198822,n03888257,parachute,0.0029489854350686073,n01751748,sea_snake,0.0024476151447743177,n02268443,dragonfly,0.0010195659706369042,n01924916,flatworm,0.0008445137646049261
97,RV2ohLWa.png,n03388043,fountain,0.8704037070274353,n01491361,tiger_shark,0.007794092874974012,n03903868,pedestal,0.005746475420892239,n02488702,colobus,0.004417025484144688,n02174001,rhinoceros_beetle,0.004380355589091778
98,S63ETFU7.png,n04366367,suspension_bridge,0.7955071926116943,n09468604,valley,0.05230746418237686,n02788148,bannister,0.015857866033911705,n03933933,pier,0.01164311170578003,n03160309,dam,0.009620589204132557
99,S8ISSF7y.png,n03450230,gown,0.23219798505306244,n03710637,maillot,0.12833821773529053,n02837789,bikini,0.06094254180788994,n03710721,maillot,0.053155459463596344,n03534580,hoopskirt,0.050371669232845306
100,SNx8RfoB.png,n01833805,hummingbird,0.22556905448436737,n11879895,rapeseed,0.11985041946172714,n01537544,indigo_bunting,0.10335718095302582,n01560419,bulbul,0.058821458369493484,n01531178,goldfinch,0.04913030192255974
101,SmVALmIE.png,n09246464,cliff,0.8539109826087952,n09399592,promontory,0.030078843235969543,n04273569,speedboat,0.025590773671865463,n09428293,seashore,0.01322582084685564,n03873416,paddle,0.012750055640935898
102,SysAwAyC.png,n02793495,barn,0.44663023948669434,n03028079,church,0.34412750601768494,n02859443,boathouse,0.05080333724617958,n02814860,beacon,0.005133370403200388,n03781244,monastery,0.002053633099421859
103,T8m5vOOh.png,n04435653,tile_roof,0.4645500183105469,n02843684,birdhouse,0.11638931185007095,n02859443,boathouse,0.05092356726527214,n03776460,mobile_home,0.0228074099868536,n03930313,picket_fence,0.01569337211549282
104,Tatbt7GF.png,n03595614,jersey,0.5523724555969238,n03250847,drumstick,0.024925101548433304,n03141823,crutch,0.020322583615779877,n03876231,paintbrush,0.016727378591895103,n03721384,marimba,0.011269589886069298
105,UPWvipTI.png,n04147183,schooner,0.23011061549186707,n09332890,lakeside,0.1593354493379593,n02981792,catamaran,0.14139606058597565,n04612504,yawl,0.11097627133131027,n04483307,trimaran,0.07018151134252548
106,UWcUPcvd.png,n03697007,lumbermill,0.8326714038848877,n03384352,forklift,0.0035750812385231256,n03976657,pole,0.0007555714691989124,n02871525,bookshop,0.0006171006825752556,n03393912,freight_car,0.0006113143172115088
107,UrQOC1ml.png,n02992529,cellular_telephone,0.8740646243095398,n04074963,remote_control,0.01767018437385559,n03485407,hand-held_computer,0.01737179607152939,n03584254,iPod,0.010421347804367542,n03666591,lighter,0.005358639173209667
108,VaD7nRZa.png,n03891251,park_bench,0.30429646372795105,n03792972,mountain_tent,0.14058519899845123,n03792782,mountain_bike,0.07601305097341537,n04613696,yurt,0.026466794312000275,n03498962,hatchet,0.014761407859623432
109,WCDgx0hR.png,n03930313,picket_fence,0.8534079790115356,n04522168,vase,0.0885024294257164,n03457902,greenhouse,0.01862933859229088,n03991062,pot,0.012964836321771145,n02843684,birdhouse,0.002013134304434061
110,Wlm1gZ36.png,n09468604,valley,0.8594681620597839,n04366367,suspension_bridge,0.01220555417239666,n04532670,viaduct,0.010793373920023441,n04335435,streetcar,0.004734130576252937,n03891251,park_bench,0.0045388853177428246
111,WpMKEZlQ.png,n02113978,Mexican_hairless,0.5912508368492126,n02108915,French_bulldog,0.12643885612487793,n02093428,American_Staffordshire_terrier,0.007381421513855457,n02096585,Boston_bull,0.006022248882800341,n02093256,Staffordshire_bullterrier,0.003817897289991379
112,XC3SwDUL.png,n02841315,binoculars,0.5697789788246155,n04069434,reflex_camera,0.15499228239059448,n02963159,cardigan,0.020075011998414993,n04356056,sunglasses,0.018005749210715294,n02965783,car_mirror,0.017258554697036743
113,YDA8oX3r.png,n11879895,rapeseed,0.9192824959754944,n12768682,buckeye,0.000709820888005197,n02280649,cabbage_butterfly,0.0005099349655210972,n02168699,long-horned_beetle,0.00036506299511529505,n02492660,howler_monkey,0.00035777746234089136
114,YEstuk8V.png,n04584207,wig,0.6099222302436829,n04380533,table_lamp,0.1158301830291748,n03637318,lampshade,0.06538426131010056,n03249569,drum,0.012479155324399471,n04286575,spotlight,0.006614540237933397
115,YN3WBEw4Nm.png,n12620546,hip,0.2563888430595398,n04589890,window_screen,0.20316465198993683,n03991062,pot,0.05399714410305023,n01833805,hummingbird,0.029527530074119568,n03930313,picket_fence,0.027331233024597168
116,YSv3ZMAB.png,n04005630,prison,0.21285219490528107,n03793489,mouse,0.15613918006420135,n02992529,cellular_telephone,0.14286112785339355,n03063599,coffee_mug,0.06107470020651817,n03187595,dial_telephone,0.0363076850771904
117,YXlYNduz.png,n01980166,fiddler_crab,0.40942251682281494,n01737021,water_snake,0.07368762046098709,n02219486,ant,0.04187990352511406,n02025239,ruddy_turnstone,0.04160996526479721,n02027492,red-backed_sandpiper,0.033058784902095795
118,ZYf6pW74.png,n09468604,valley,0.6138995885848999,n09246464,cliff,0.12513038516044617,n09399592,promontory,0.05817960202693939,n09193705,alp,0.03739454969763756,n09332890,lakeside,0.014044851064682007
119,ZfmtpDL9.png,n03770439,miniskirt,0.5889689326286316,n03680355,Loafer,0.1404910832643509,n03594734,jean,0.04641348496079445,n02992529,cellular_telephone,0.03980650380253792,n02963159,cardigan,0.022401785477995872
120,ZubodrV3.png,n02123159,tiger_cat,0.3193172812461853,n02124075,Egyptian_cat,0.28419050574302673,n02123045,tabby,0.06852257251739502,n02120079,Arctic_fox,0.05213327705860138,n02127052,lynx,0.041515152901411057
121,a1Zj8R9J.png,n04037443,racer,0.6531029939651489,n04285008,sports_car,0.09723673015832901,n02974003,car_wheel,0.09295203536748886,n03930630,pickup,0.029128916561603546,n03459775,grille,0.012469003908336163
122,aI3134Gxqs.png,n02280649,cabbage_butterfly,0.6755471229553223,n02281406,sulphur_butterfly,0.12034915387630463,n01833805,hummingbird,0.03783555328845978,n02206856,bee,0.03713194280862808,n03930313,picket_fence,0.006974796764552593
123,aNnbkReO.png,n04584207,wig,0.881607174873352,n04599235,wool,0.006895699538290501,n03724870,mask,0.0015403517754748464,n02808440,bathtub,0.0010522690135985613,n03775071,mitten,0.0009650842403061688
124,aq7UpMwwxj.png,n03594734,jean,0.5610536932945251,n04201297,shoji,0.05048941820859909,n04239074,sliding_door,0.04746575281023979,n03770439,miniskirt,0.027481630444526672,n02808304,bath_towel,0.020500632002949715
125,cSCqquLSO7.png,n04285008,sports_car,0.5739216208457947,n03770679,minivan,0.14482185244560242,n02974003,car_wheel,0.07228418439626694,n02814533,beach_wagon,0.030338671058416367,n04037443,racer,0.014635767787694931
126,cWgtknxT.png,n02837789,bikini,0.910775363445282,n03710637,maillot,0.01445858832448721,n02892767,brassiere,0.0036430838517844677,n04357314,sunscreen,0.0017029524315148592,n04493381,tub,0.0015971461543813348
127,dYALjrEi.png,n04604644,worm_fence,0.7358740568161011,n03891251,park_bench,0.14240939915180206,n07802026,hay,0.008484337478876114,n04326547,stone_wall,0.002951083704829216,n02777292,balance_beam,0.0021088372450321913
